20 1560166805 3752.500000 -1.000000 3752.500000 3752.500000 0.000000
20 1560166804 3752.500000 -1.000000 3752.500000 3752.500000 0.000000
20 1560166803 22244.000000 -1.000000 22244.000000 22244.000000 0.000000
20 1560166802 22244.000000 -1.000000 22244.000000 22244.000000 0.000000
20 1560166801 22244.000000 -1.000000 22244.000000 22244.000000 0.000000
20 1560166800 22244.000000 -1.000000 22244.000000 22244.000000 0.000000
20 1560166799 22244.000000 -1.000000 22244.000000 22244.000000 0.000000
20 1560166798 162830.000000 -1.000000 162830.000000 162830.000000 0.000000
20 1560166797 162830.000000 -1.000000 162830.000000 162830.000000 0.000000
20 1560166796 162830.000000 -1.000000 162830.000000 162830.000000 0.000000
20 1560166795 162830.000000 -1.000000 162830.000000 162830.000000 0.000000
20 1560166794 162830.000000 -1.000000 162830.000000 162830.000000 0.000000
