48 1560166805 14.951795 0.500000 14.951795 14.951795 111.778081
48 1560166804 14.951795 0.500000 14.951795 14.951795 111.778081
42 1560166805 0.110275 0.500000 0.110275 0.110275 0.006080
42 1560166804 0.110275 0.500000 0.110275 0.110275 0.006080
66 1560166805 0.083160 0.500000 0.083160 0.083160 0.003458
66 1560166804 0.083160 0.500000 0.083160 0.083160 0.003458
33 1560166805 0.091437 0.500000 0.091437 0.091437 0.004180
33 1560166804 0.091437 0.500000 0.091437 0.091437 0.004180
54 1560166805 0.055969 0.500000 0.055969 0.055969 0.001566
54 1560166804 0.055969 0.500000 0.055969 0.055969 0.001566
60 1560166805 0.081336 0.500000 0.081336 0.081336 0.003308
60 1560166804 0.081336 0.500000 0.081336 0.081336 0.003308
13 1560166788 0.000552 0.200000 0.000552 0.000552 0.000000
13 1560166787 0.000552 0.200000 0.000552 0.000552 0.000000
13 1560166786 0.000552 0.200000 0.000552 0.000552 0.000000
13 1560166785 0.000552 0.200000 0.000552 0.000552 0.000000
13 1560166784 0.000552 0.200000 0.000552 0.000552 0.000000
36 1560166805 0.000037 0.500000 0.000037 0.000037 0.000000
36 1560166804 0.000037 0.500000 0.000037 0.000037 0.000000
39 1560166805 0.202463 0.500000 0.202463 0.202463 0.020496
39 1560166804 0.202463 0.500000 0.202463 0.202463 0.020496
57 1560166805 0.102074 0.500000 0.102074 0.102074 0.005210
57 1560166804 0.102074 0.500000 0.102074 0.102074 0.005210
51 1560166805 0.080846 0.500000 0.080846 0.080846 0.003268
51 1560166804 0.080846 0.500000 0.080846 0.080846 0.003268
45 1560166805 0.151009 0.500000 0.151009 0.151009 0.011402
45 1560166804 0.151009 0.500000 0.151009 0.151009 0.011402
63 1560166805 0.080738 0.500000 0.080738 0.080738 0.003259
63 1560166804 0.080738 0.500000 0.080738 0.080738 0.003259
72 1560166805 0.041164 0.500000 0.041164 0.041164 0.000847
72 1560166804 0.041164 0.500000 0.041164 0.041164 0.000847
69 1560166805 0.079368 0.500000 0.079368 0.079368 0.003150
69 1560166804 0.079368 0.500000 0.079368 0.079368 0.003150
16 1560166798 5.898945 0.200000 5.898945 5.898945 6.959510
16 1560166797 5.898945 0.200000 5.898945 5.898945 6.959510
16 1560166796 5.898945 0.200000 5.898945 5.898945 6.959510
16 1560166795 5.898945 0.200000 5.898945 5.898945 6.959510
16 1560166794 5.898945 0.200000 5.898945 5.898945 6.959510
